Particle size,SSA,Age,Mw,LogKow,pKa2,Solubility,MP concentration,AT concentration,Temperature,pH,Qm
1,,0,361.368,-0.39,7.9,,0.05,10,25,,7.4832
1,,0,361.368,-0.39,7.9,,0.25,10,25,,1.79845
1,,0,361.368,-0.39,7.9,,0.5,10,25,,0.78553
1,,0,361.368,-0.39,7.9,,0.75,10,25,,0.868217
1,,0,361.368,-0.39,7.9,,1,10,25,,0.702842
1,,0,361.368,-0.39,7.9,,1.25,10,25,,0.702842
1,,0,361.368,-0.39,7.9,,1.5,10,25,,0.640827
1,,0,361.368,-0.39,7.9,,1.75,10,25,,0.45478
1,,0,361.368,-0.39,7.9,,0.5,1.38365,15,,0.993074
1,,0,361.368,-0.39,7.9,,0.5,3.33333,15,,1.65974
1,,0,361.368,-0.39,7.9,,0.5,5,15,,1.77229
1,,0,361.368,-0.39,7.9,,0.5,7.04403,15,,2.1013
1,,0,361.368,-0.39,7.9,,0.5,8.93082,15,,1.90649
1,,0,361.368,-0.39,7.9,,0.5,10.566,15,,2.1013
1,,0,361.368,-0.39,7.9,,0.5,12.5157,15,,2.1013
1,,0,361.368,-0.39,7.9,,0.5,14.2453,15,,2.04935
1,,0,361.368,-0.39,7.9,,0.5,1.38365,25,,0.9671
1,,0,361.368,-0.39,7.9,,0.5,3.20755,25,,1.19221
1,,0,361.368,-0.39,7.9,,0.5,5.25157,25,,1.60346
1,,0,361.368,-0.39,7.9,,0.5,7.2327,25,,1.46494
1,,0,361.368,-0.39,7.9,,0.5,9.18239,25,,1.74199
1,,0,361.368,-0.39,7.9,,0.5,11.0377,25,,1.99307
1,,0,361.368,-0.39,7.9,,0.5,13.0189,25,,2.1013
1,,0,361.368,-0.39,7.9,,0.5,1.47799,45,,0.44329
1,,0,361.368,-0.39,7.9,,0.5,3.30189,45,,0.854545
1,,0,361.368,-0.39,7.9,,0.5,5.31447,45,,0.828571
1,,0,361.368,-0.39,7.9,,0.5,7.20126,45,,1.30043
1,,0,361.368,-0.39,7.9,,0.5,9.15094,45,,1.27013
1,,0,361.368,-0.39,7.9,,0.5,11.1006,45,,1.65974
1,,0,361.368,-0.39,7.9,,0.5,13.0503,45,,1.77229
1,,0,361.368,-0.39,7.9,,0.5,15.1887,45,,1.49524
1,,0,361.368,-0.39,7.9,,0.5,10,25,,0.945
1,,0,361.368,-0.39,7.9,,0.5,10,25,,0.858
1,,0,361.368,-0.39,7.9,,0.5,10,25,,0.861
1,,0,361.368,-0.39,7.9,,0.5,10,25,,0.693
1,,0,361.368,-0.39,7.9,,0.5,10,25,,0.609
1,,0,361.368,-0.39,7.9,,0.5,10,25,,0.663
1,,0,361.368,-0.39,7.9,,0.5,1.42105,25,,0.581638
1,,0,361.368,-0.39,7.9,,0.5,3.18421,25,,0.311663
1,,0,361.368,-0.39,7.9,,0.5,4.86842,25,,0.295782
1,,0,361.368,-0.39,7.9,,0.5,6.86842,25,,0.224318
1,,0,361.368,-0.39,7.9,,0.5,8.47368,25,,0.581638
1,,0,361.368,-0.39,7.9,,0.5,10.2632,25,,0.645161
1,,0,361.368,-0.39,7.9,,0.5,12.0526,25,,0.549876
1,,0,361.368,-0.39,7.9,,0.5,10,25,,0.333932
1,,0,361.368,-0.39,7.9,,0.5,10,25,,0.387792
1,,0,361.368,-0.39,7.9,,0.5,10,25,,0.940754
1,,0,361.368,-0.39,7.9,,0.5,10,25,,1.55117
1,,0,361.368,-0.39,7.9,,0.5,10,25,,0.118492
1,,0,361.368,-0.39,7.9,,0.5,10,25,,0.114901
1,,0,361.368,-0.39,7.9,,0.5,10,25,,0.840215
1,,0,361.368,-0.39,7.9,,0.5,10,25,,0.97307
1,,0,361.368,-0.39,7.9,,0.5,10,25,,0.614004
1,,0,361.368,-0.39,7.9,,0.5,10,25,,0.70377
1,,0,361.368,-0.39,7.9,,0.5,10,25,,1.25673
1,,0,361.368,-0.39,7.9,,0.5,10,25,,0.91921
1,,0,361.368,-0.39,7.9,,0.5,10,25,,0.777132
1,,0,361.368,-0.39,7.9,,0.5,10,25,,0.443798
1,,0,361.368,-0.39,7.9,,0.5,10,25,,0.424419
1,,0,361.368,-0.39,7.9,,0.5,10,25,,0.552326
1,,0,361.368,-0.39,7.9,,0.5,10,25,,0.813953
1,,0,361.368,-0.39,7.9,,0.5,10,25,,0.777132
1,,0,361.368,-0.39,7.9,,0.5,10,25,,0.703488
1,,0,361.368,-0.39,7.9,,0.5,10,25,,0.591085
25,0.621,0,319.33,0.46,8.8,400,5,4.2229,15,7,0.28695
25,0.621,0,319.33,0.46,8.8,400,5,9.00468,15,7,0.40366
25,0.621,0,319.33,0.46,8.8,400,5,13.0194,15,7,0.460875
25,0.621,0,319.33,0.46,8.8,400,5,19.3062,15,7,0.479046
25,0.621,0,319.33,0.46,8.8,400,5,24.0443,15,7,0.518919
25,0.621,0,319.33,0.46,8.8,400,5,29.0946,15,7,0.531723
25,0.621,0,319.33,0.46,8.8,400,5,3.34326,25,7,0.319449
25,0.621,0,319.33,0.46,8.8,400,5,8.1738,25,7,0.463214
25,0.621,0,319.33,0.46,8.8,400,5,13.2678,25,7,0.551775
25,0.621,0,319.33,0.46,8.8,400,5,19.2421,25,7,0.600261
25,0.621,0,319.33,0.46,8.8,400,5,24.3419,25,7,0.632544
25,0.621,0,319.33,0.46,8.8,400,5,27.7418,25,7,0.654067
25,0.621,0,319.33,0.46,8.8,400,5,4.1689,35,7,0.310761
25,0.621,0,319.33,0.46,8.8,400,5,8.58226,35,7,0.501078
25,0.621,0,319.33,0.46,8.8,400,5,13.2121,35,7,0.59182
25,0.621,0,319.33,0.46,8.8,400,5,18.1549,35,7,0.646837
25,0.621,0,319.33,0.46,8.8,400,5,23.3044,35,7,0.696435
25,0.621,0,319.33,0.46,8.8,400,5,30.5686,35,7,0.734051
25,2.27,0,319.33,0.46,8.8,400,5,4.94783,15,7,0.168677
25,2.27,0,319.33,0.46,8.8,400,5,9.27826,15,7,0.273905
25,2.27,0,319.33,0.46,8.8,400,5,14.0261,15,7,0.341621
25,2.27,0,319.33,0.46,8.8,400,5,18.7217,15,7,0.40041
25,2.27,0,319.33,0.46,8.8,400,5,24.4609,15,7,0.406489
25,2.27,0,319.33,0.46,8.8,400,5,30.6696,15,7,0.43309
25,2.27,0,319.33,0.46,8.8,400,5,4.94783,25,7,0.149927
25,2.27,0,319.33,0.46,8.8,400,5,9.74783,25,7,0.284606
25,2.27,0,319.33,0.46,8.8,400,5,13.7652,25,7,0.352343
25,2.27,0,319.33,0.46,8.8,400,5,19.5043,25,7,0.392351
25,2.27,0,319.33,0.46,8.8,400,5,24.4087,25,7,0.434169
25,2.27,0,319.33,0.46,8.8,400,5,31.8696,25,7,0.46609
25,2.27,0,319.33,0.46,8.8,400,5,5.05217,35,7,0.141888
25,2.27,0,319.33,0.46,8.8,400,5,9.69565,35,7,0.2855
25,2.27,0,319.33,0.46,8.8,400,5,14.2348,35,7,0.386258
25,2.27,0,319.33,0.46,8.8,400,5,19.2435,35,7,0.425394
25,2.27,0,319.33,0.46,8.8,400,5,24.4609,35,7,0.471668
25,2.27,0,319.33,0.46,8.8,400,5,31.7652,35,7,0.506272
25,0.265,0,319.33,0.46,8.8,400,5,5.54745,15,7,0.0454158
25,0.265,0,319.33,0.46,8.8,400,5,10.7482,15,7,0.0703625
25,0.265,0,319.33,0.46,8.8,400,5,15.1277,15,7,0.0901919
25,0.265,0,319.33,0.46,8.8,400,5,21.0401,15,7,0.106183
25,0.265,0,319.33,0.46,8.8,400,5,26.0766,15,7,0.117697
25,0.265,0,319.33,0.46,8.8,400,5,31.0036,15,7,0.132409
25,0.265,0,319.33,0.46,8.8,400,5,4.83577,25,7,0.0396588
25,0.265,0,319.33,0.46,8.8,400,5,10.4745,25,7,0.0748401
25,0.265,0,319.33,0.46,8.8,400,5,15.2372,25,7,0.102985
25,0.265,0,319.33,0.46,8.8,400,5,20.9854,25,7,0.133049
25,0.265,0,319.33,0.46,8.8,400,5,26.0219,25,7,0.142644
25,0.265,0,319.33,0.46,8.8,400,5,33.3577,25,7,0.178465
25,0.265,0,319.33,0.46,8.8,400,5,5.38321,35,7,0.0793177
25,0.265,0,319.33,0.46,8.8,400,5,10.2555,35,7,0.177825
25,0.265,0,319.33,0.46,8.8,400,5,15.1277,35,7,0.209168
25,0.265,0,319.33,0.46,8.8,400,5,20.1642,35,7,0.24371
25,0.265,0,319.33,0.46,8.8,400,5,25.365,35,7,0.266738
25,0.265,0,319.33,0.46,8.8,400,5,32.7007,35,7,0.304478
25,0.621,0,319.33,0.46,8.8,400,5,15,25,3,0.487209
25,0.621,0,319.33,0.46,8.8,400,5,15,25,5,0.680465
25,0.621,0,319.33,0.46,8.8,400,5,15,25,7,0.630857
25,0.621,0,319.33,0.46,8.8,400,5,15,25,9,0.47808
25,0.621,0,319.33,0.46,8.8,400,5,15,25,11,0.11895
25,2.27,0,319.33,0.46,8.8,400,5,15,25,3,0.136309
25,2.27,0,319.33,0.46,8.8,400,5,15,25,5,0.302578
25,2.27,0,319.33,0.46,8.8,400,5,15,25,7,0.281548
25,2.27,0,319.33,0.46,8.8,400,5,15,25,9,0.158924
25,2.27,0,319.33,0.46,8.8,400,5,15,25,11,0.0156739
25,0.265,0,319.33,0.46,8.8,400,5,15,25,3,0.0346141
25,0.265,0,319.33,0.46,8.8,400,5,15,25,5,0.0691333
25,0.265,0,319.33,0.46,8.8,400,5,15,25,7,0.0703348
25,0.265,0,319.33,0.46,8.8,400,5,15,25,9,0.0604094
25,0.265,0,319.33,0.46,8.8,400,5,15,25,11,0.0139791
25,0.621,0,319.33,0.46,8.8,400,5,15,25,7,0.629371
25,0.621,0,319.33,0.46,8.8,400,5,15,25,7,0.591608
25,0.621,0,319.33,0.46,8.8,400,5,15,25,7,0.552448
25,0.621,0,319.33,0.46,8.8,400,5,15,25,7,0.360839
25,0.621,0,319.33,0.46,8.8,400,5,15,25,7,0.145455
25,2.27,0,319.33,0.46,8.8,400,5,15,25,7,0.372028
25,2.27,0,319.33,0.46,8.8,400,5,15,25,7,0.311888
25,2.27,0,319.33,0.46,8.8,400,5,15,25,7,0.271329
25,2.27,0,319.33,0.46,8.8,400,5,15,25,7,0.206993
25,2.27,0,319.33,0.46,8.8,400,5,15,25,7,0.0573427
25,0.265,0,319.33,0.46,8.8,400,5,15,25,7,0.166434
25,0.265,0,319.33,0.46,8.8,400,5,15,25,7,0.104895
25,0.265,0,319.33,0.46,8.8,400,5,15,25,7,0.0797203
25,0.265,0,319.33,0.46,8.8,400,5,15,25,7,0.0335664
25,0.265,0,319.33,0.46,8.8,400,5,15,25,7,0.0153846
25,0.621,0,319.33,0.46,8.8,400,5,15,25,7,0.5532
25,0.621,0,319.33,0.46,8.8,400,5,15,25,7,0.5196
25,0.621,0,319.33,0.46,8.8,400,5,15,25,7,0.4848
25,0.621,0,319.33,0.46,8.8,400,5,15,25,7,0.4752
25,0.621,0,319.33,0.46,8.8,400,5,15,25,7,0.3864
25,2.27,0,319.33,0.46,8.8,400,5,15,25,7,0.3588
25,2.27,0,319.33,0.46,8.8,400,5,15,25,7,0.3264
25,2.27,0,319.33,0.46,8.8,400,5,15,25,7,0.294
25,2.27,0,319.33,0.46,8.8,400,5,15,25,7,0.2952
25,2.27,0,319.33,0.46,8.8,400,5,15,25,7,0.2892
25,0.265,0,319.33,0.46,8.8,400,5,15,25,7,0.1212
25,0.265,0,319.33,0.46,8.8,400,5,15,25,7,0.1116
25,0.265,0,319.33,0.46,8.8,400,5,15,25,7,0.0864
25,0.265,0,319.33,0.46,8.8,400,5,15,25,7,0.078
25,0.265,0,319.33,0.46,8.8,400,5,15,25,7,0.0708
25,0.621,0,319.33,0.46,8.8,400,5,15,25,7,0.552551
25,0.621,0,319.33,0.46,8.8,400,5,15,25,7,0.45
25,0.621,0,319.33,0.46,8.8,400,5,15,25,7,0.414796
25,0.621,0,319.33,0.46,8.8,400,5,15,25,7,0.391837
25,0.621,0,319.33,0.46,8.8,400,5,15,25,7,0.469898
25,0.621,0,319.33,0.46,8.8,400,5,15,25,7,0.50051
25,2.27,0,319.33,0.46,8.8,400,5,15,25,7,0.361224
25,2.27,0,319.33,0.46,8.8,400,5,15,25,7,0.290816
25,2.27,0,319.33,0.46,8.8,400,5,15,25,7,0.284694
25,2.27,0,319.33,0.46,8.8,400,5,15,25,7,0.212755
25,2.27,0,319.33,0.46,8.8,400,5,15,25,7,0.280102
25,2.27,0,319.33,0.46,8.8,400,5,15,25,7,0.319898
25,0.265,0,319.33,0.46,8.8,400,5,15,25,7,0.119388
25,0.265,0,319.33,0.46,8.8,400,5,15,25,7,0.104082
25,0.265,0,319.33,0.46,8.8,400,5,15,25,7,0.0964286
25,0.265,0,319.33,0.46,8.8,400,5,15,25,7,0.0719388
25,0.265,0,319.33,0.46,8.8,400,5,15,25,7,0.0872449
25,0.265,0,319.33,0.46,8.8,400,5,15,25,7,0.10102
25,0.621,0,319.33,0.46,8.8,400,5,15,25,7,0.551422
25,0.621,0,319.33,0.46,8.8,400,5,15,25,7,0.390372
25,0.621,0,319.33,0.46,8.8,400,5,15,25,7,0.432385
25,0.621,0,319.33,0.46,8.8,400,5,15,25,7,0.537418
25,0.621,0,319.33,0.46,8.8,400,5,15,25,7,0.835011
25,0.621,0,319.33,0.46,8.8,400,5,15,25,7,0.808753
25,2.27,0,319.33,0.46,8.8,400,5,15,25,7,0.357112
25,2.27,0,319.33,0.46,8.8,400,5,15,25,7,0.204814
25,2.27,0,319.33,0.46,8.8,400,5,15,25,7,0.350109
25,2.27,0,319.33,0.46,8.8,400,5,15,25,7,0.393873
25,2.27,0,319.33,0.46,8.8,400,5,15,25,7,0.596937
25,2.27,0,319.33,0.46,8.8,400,5,15,25,7,0.602188
25,0.265,0,319.33,0.46,8.8,400,5,15,25,7,0.120788
25,0.265,0,319.33,0.46,8.8,400,5,15,25,7,0.147046
25,0.265,0,319.33,0.46,8.8,400,5,15,25,7,0.103282
25,0.265,0,319.33,0.46,8.8,400,5,15,25,7,0.154048
25,0.265,0,319.33,0.46,8.8,400,5,15,25,7,0.246827
25,0.265,0,319.33,0.46,8.8,400,5,15,25,7,0.253829
25,0.621,0,319.33,0.46,8.8,400,5,15,25,7,0.551474
25,0.621,0,319.33,0.46,8.8,400,5,15,25,7,0.522449
25,0.621,0,319.33,0.46,8.8,400,5,15,25,7,0.428118
25,0.621,0,319.33,0.46,8.8,400,5,15,25,7,0.687528
25,0.621,0,319.33,0.46,8.8,400,5,15,25,7,0.707483
25,0.621,0,319.33,0.46,8.8,400,5,15,25,7,0.75102
25,2.27,0,319.33,0.46,8.8,400,5,15,25,7,0.359184
25,2.27,0,319.33,0.46,8.8,400,5,15,25,7,0.264853
25,2.27,0,319.33,0.46,8.8,400,5,15,25,7,0.239456
25,2.27,0,319.33,0.46,8.8,400,5,15,25,7,0.286621
25,2.27,0,319.33,0.46,8.8,400,5,15,25,7,0.30839
25,2.27,0,319.33,0.46,8.8,400,5,15,25,7,0.360998
25,0.265,0,319.33,0.46,8.8,400,5,15,25,7,0.119728
25,0.265,0,319.33,0.46,8.8,400,5,15,25,7,0.13424
25,0.265,0,319.33,0.46,8.8,400,5,15,25,7,0.141497
25,0.265,0,319.33,0.46,8.8,400,5,15,25,7,0.175964
25,0.265,0,319.33,0.46,8.8,400,5,15,25,7,0.208617
25,0.265,0,319.33,0.46,8.8,400,5,15,25,7,0.223129
200,0.543,0,460.343,-1.22,7.5,,3.3,2.5,25,,0.113191
200,0.543,0,460.343,-1.22,7.5,,3.3,5,25,,0.177261
200,0.543,0,460.343,-1.22,7.5,,3.3,7.5,25,,0.232789
200,0.543,0,460.343,-1.22,7.5,,3.3,10,25,,0.31608
200,0.543,0,460.343,-1.22,7.5,,3.3,15,25,,0.405779
200,0.543,0,460.343,-1.22,7.5,,3.3,20,25,,0.416457
200,0.543,0,460.343,-1.22,7.5,,3.3,30,25,,0.444221
200,0.543,0,460.343,-1.22,7.5,,3.3,40,25,,0.435678
200,0.543,0,460.343,-1.22,7.5,,3.3,50,25,,0.461307
200,0.7573,1,460.343,-1.22,7.5,,3.3,2.5,25,,0.130276
200,0.7573,1,460.343,-1.22,7.5,,3.3,5,25,,0.200754
200,0.7573,1,460.343,-1.22,7.5,,3.3,7.5,25,,0.286181
200,0.7573,1,460.343,-1.22,7.5,,3.3,10,25,,0.390829
200,0.7573,1,460.343,-1.22,7.5,,3.3,15,25,,0.546734
200,0.7573,1,460.343,-1.22,7.5,,3.3,20,25,,0.653518
200,0.7573,1,460.343,-1.22,7.5,,3.3,30,25,,0.713317
200,0.7573,1,460.343,-1.22,7.5,,3.3,40,25,,0.751759
200,0.7573,1,460.343,-1.22,7.5,,3.3,50,25,,0.77098
200,0.543,0,460.343,-1.22,7.5,,3.3,2.5,25,,0.310502
200,0.543,0,460.343,-1.22,7.5,,3.3,5,25,,0.547945
200,0.543,0,460.343,-1.22,7.5,,3.3,7.5,25,,0.634703
200,0.543,0,460.343,-1.22,7.5,,3.3,10,25,,0.675799
200,0.543,0,460.343,-1.22,7.5,,3.3,15,25,,0.730594
200,0.543,0,460.343,-1.22,7.5,,3.3,20,25,,0.812785
200,0.543,0,460.343,-1.22,7.5,,3.3,30,25,,0.899543
200,0.543,0,460.343,-1.22,7.5,,3.3,40,25,,0.940639
200,0.543,0,460.343,-1.22,7.5,,3.3,50,25,,0.968037
200,0.7573,1,460.343,-1.22,7.5,,3.3,2.5,25,,0.589041
200,0.7573,1,460.343,-1.22,7.5,,3.3,5,25,,0.908676
200,0.7573,1,460.343,-1.22,7.5,,3.3,7.5,25,,0.972603
200,0.7573,1,460.343,-1.22,7.5,,3.3,10,25,,1.03653
200,0.7573,1,460.343,-1.22,7.5,,3.3,15,25,,1.21461
200,0.7573,1,460.343,-1.22,7.5,,3.3,20,25,,1.45205
200,0.7573,1,460.343,-1.22,7.5,,3.3,30,25,,1.52055
200,0.7573,1,460.343,-1.22,7.5,,3.3,40,25,,1.55251
200,0.7573,1,460.343,-1.22,7.5,,3.3,50,25,,1.58904
200,0.543,0,460.343,-1.22,7.5,,3.3,10,25,,0.332344
200,0.543,0,460.343,-1.22,7.5,,3.3,10,25,,0.408309
200,0.543,0,460.343,-1.22,7.5,,3.3,10,25,,0.569733
200,0.543,0,460.343,-1.22,7.5,,3.3,10,25,,0.674184
200,0.543,0,460.343,-1.22,7.5,,3.3,10,25,,0.868843
200,0.543,0,460.343,-1.22,7.5,,3.3,10,25,,0.588724
200,0.543,0,460.343,-1.22,7.5,,3.3,10,25,,0.569733
200,0.7573,1,460.343,-1.22,7.5,,3.3,10,25,,0.408309
200,0.7573,1,460.343,-1.22,7.5,,3.3,10,25,,0.731157
200,0.7573,1,460.343,-1.22,7.5,,3.3,10,25,,0.978042
200,0.7573,1,460.343,-1.22,7.5,,3.3,10,25,,1.02077
200,0.7573,1,460.343,-1.22,7.5,,3.3,10,25,,1.32938
200,0.7573,1,460.343,-1.22,7.5,,3.3,10,25,,1.41009
200,0.7573,1,460.343,-1.22,7.5,,3.3,10,25,,1.22018
200,0.543,0,460.343,-1.22,7.5,,3.3,10,25,2.5,0.128869
200,0.543,0,460.343,-1.22,7.5,,3.3,10,25,3.5,0.191953
200,0.543,0,460.343,-1.22,7.5,,3.3,10,25,4.5,0.233033
200,0.543,0,460.343,-1.22,7.5,,3.3,10,25,5.5,0.332792
200,0.543,0,460.343,-1.22,7.5,,3.3,10,25,6.5,0.271182
200,0.543,0,460.343,-1.22,7.5,,3.3,10,25,7.5,0.216907
200,0.7573,1,460.343,-1.22,7.5,,3.3,10,25,2.5,0.231706
200,0.7573,1,460.343,-1.22,7.5,,3.3,10,25,3.5,0.239787
200,0.7573,1,460.343,-1.22,7.5,,3.3,10,25,4.5,0.383547
200,0.7573,1,460.343,-1.22,7.5,,3.3,10,25,5.5,0.483306
200,0.7573,1,460.343,-1.22,7.5,,3.3,10,25,6.5,0.443701
200,0.7573,1,460.343,-1.22,7.5,,3.3,10,25,7.5,0.374756
200,0.543,0,460.343,-1.22,7.5,,3.3,10,25,2.5,0.429897
200,0.543,0,460.343,-1.22,7.5,,3.3,10,25,3.5,0.492991
200,0.543,0,460.343,-1.22,7.5,,3.3,10,25,4.5,0.574403
200,0.543,0,460.343,-1.22,7.5,,3.3,10,25,5.5,0.63382
200,0.543,0,460.343,-1.22,7.5,,3.3,10,25,6.5,0.6749
200,0.543,0,460.343,-1.22,7.5,,3.3,10,25,7.5,0.587608
200,0.7573,1,460.343,-1.22,7.5,,3.3,10,25,2.5,0.631756
200,0.7573,1,460.343,-1.22,7.5,,3.3,10,25,3.5,0.654507
200,0.7573,1,460.343,-1.22,7.5,,3.3,10,25,4.5,0.783597
200,0.7573,1,460.343,-1.22,7.5,,3.3,10,25,5.5,0.986046
200,0.7573,1,460.343,-1.22,7.5,,3.3,10,25,6.5,1.10781
200,0.7573,1,460.343,-1.22,7.5,,3.3,10,25,7.5,0.936175
100,0.744,0,460.343,-1.22,7.5,,4.4,1,25,6.8,0.0392593
100,0.744,0,460.343,-1.22,7.5,,4.4,5,25,6.8,0.0940741
100,0.744,0,460.343,-1.22,7.5,,4.4,10,25,6.8,0.138519
100,0.744,0,460.343,-1.22,7.5,,4.4,15,25,6.8,0.151111
100,0.744,0,460.343,-1.22,7.5,,4.4,20,25,6.8,0.173333
100,0.744,0,319.33,0.46,8.8,400,4.4,1,25,6.8,0.0222222
100,0.744,0,319.33,0.46,8.8,400,4.4,5,25,6.8,0.0792593
100,0.744,0,319.33,0.46,8.8,400,4.4,10,25,6.8,0.113333
100,0.744,0,319.33,0.46,8.8,400,4.4,15,25,6.8,0.131111
100,0.744,0,319.33,0.46,8.8,400,4.4,20,25,6.8,0.152593
100,0.628,0,460.343,-1.22,7.5,,4.4,1,25,6.8,0.0219512
100,0.628,0,460.343,-1.22,7.5,,4.4,5,25,6.8,0.0878049
100,0.628,0,460.343,-1.22,7.5,,4.4,10,25,6.8,0.15784
100,0.628,0,460.343,-1.22,7.5,,4.4,15,25,6.8,0.187108
100,0.628,0,460.343,-1.22,7.5,,4.4,20,25,6.8,0.217422
100,0.628,0,319.33,0.46,8.8,400,4.4,1,25,6.8,0.0229965
100,0.628,0,319.33,0.46,8.8,400,4.4,5,25,6.8,0.0982578
100,0.628,0,319.33,0.46,8.8,400,4.4,10,25,6.8,0.1777
100,0.628,0,319.33,0.46,8.8,400,4.4,15,25,6.8,0.212195
100,0.628,0,319.33,0.46,8.8,400,4.4,20,25,6.8,0.245645
45,2.2,0,444.45,-1.37,7.7,1690,1,10,25,1,0.12677
45,2.2,0,444.45,-1.37,7.7,1690,1,10,25,3,1.14988
45,2.2,0,444.45,-1.37,7.7,1690,1,10,25,5,3.9688
45,2.2,0,444.45,-1.37,7.7,1690,1,10,25,7,6.20133
45,2.2,0,444.45,-1.37,7.7,1690,1,10,25,9,4.38412
45,2.2,0,444.45,-1.37,7.7,1690,1,10,25,11,3.2266
45,2.2,0,444.45,-1.37,7.7,1690,1,10,25,7,6.22712
45,2.2,0,444.45,-1.37,7.7,1690,1,10,25,7,8.3951
45,2.2,0,444.45,-1.37,7.7,1690,1,10,25,7,8.60995
45,2.2,0,444.45,-1.37,7.7,1690,1,10,25,7,9.89251
45,2.2,0,444.45,-1.37,7.7,1690,1,10,25,7,8.64899
45,2.2,0,444.45,-1.37,7.7,1690,1,0.438792,25,5,0.324324
45,2.2,0,444.45,-1.37,7.7,1690,1,0.906709,25,5,0.900901
45,2.2,0,444.45,-1.37,7.7,1690,1,2.32441,25,5,2.58258
45,2.2,0,444.45,-1.37,7.7,1690,1,4.40322,25,5,3.57958
45,2.2,0,444.45,-1.37,7.7,1690,1,6.04223,25,5,3.96396
90,0.709,0,419.46,0.87,7.4,3430,1,6.36364,25,7,0.556861
90,0.709,0,419.46,0.87,7.4,3430,1,9.33328,25,7,0.679977
90,0.709,0,419.46,0.87,7.4,3430,1,12.106,25,7,0.759144
90,0.709,0,419.46,0.87,7.4,3430,1,15.5243,25,7,0.798423
90,0.709,0,419.46,0.87,7.4,3430,1,18.2177,25,7,1.03886
75,0.075,0,419.46,0.87,7.4,3430,1,6.49227,25,7,0.403962
75,0.075,0,419.46,0.87,7.4,3430,1,9.41105,25,7,0.568971
75,0.075,0,419.46,0.87,7.4,3430,1,12.1603,25,7,0.60835
75,0.075,0,419.46,0.87,7.4,3430,1,15.6769,25,7,0.672746
75,0.075,0,419.46,0.87,7.4,3430,1,18.2438,25,7,0.996969
75,0.142,0,419.46,0.87,7.4,3430,1,6.46548,25,7,0.468888
75,0.142,0,419.46,0.87,7.4,3430,1,9.43616,25,7,0.558496
75,0.142,0,419.46,0.87,7.4,3430,1,12.1095,25,7,0.648148
75,0.142,0,419.46,0.87,7.4,3430,1,15.6749,25,7,0.735573
75,0.142,0,419.46,0.87,7.4,3430,1,18.3205,25,7,0.921565
50,0.311,0,419.46,0.87,7.4,3430,1,6.6916,25,7,0.36833
50,0.311,0,419.46,0.87,7.4,3430,1,9.48909,25,7,0.449587
50,0.311,0,419.46,0.87,7.4,3430,1,12.3113,25,7,0.530841
50,0.311,0,419.46,0.87,7.4,3430,1,15.7035,25,7,0.614103
50,0.311,0,419.46,0.87,7.4,3430,1,18.5244,25,7,0.739335
90,0.709,0,311.35,1.32,6.1,19440,1,2.08587,25,7,0.481395
90,0.709,0,311.35,1.32,6.1,19440,1,4.53309,25,7,1.25581
90,0.709,0,311.35,1.32,6.1,19440,1,7.21646,25,7,1.23488
90,0.709,0,311.35,1.32,6.1,19440,1,9.53488,25,7,1.46512
90,0.709,0,311.35,1.32,6.1,19440,1,11.1878,25,7,1.99535
90,0.709,0,311.35,1.32,6.1,19440,1,13.0555,25,7,2.36512
75,0.075,0,311.35,1.32,6.1,19440,1,2.23614,25,7,0.348837
75,0.075,0,311.35,1.32,6.1,19440,1,4.74776,25,7,1.03953
75,0.075,0,311.35,1.32,6.1,19440,1,7.13059,25,7,1.28372
75,0.075,0,311.35,1.32,6.1,19440,1,9.68515,25,7,1.2907
75,0.075,0,311.35,1.32,6.1,19440,1,11.424,25,7,1.80698
75,0.075,0,311.35,1.32,6.1,19440,1,13.0555,25,7,2.37209
75,0.142,0,311.35,1.32,6.1,19440,1,2.0644,25,7,0.502326
75,0.142,0,311.35,1.32,6.1,19440,1,4.61896,25,7,1.15814
75,0.142,0,311.35,1.32,6.1,19440,1,7.02326,25,7,1.39535
75,0.142,0,311.35,1.32,6.1,19440,1,9.38462,25,7,1.58372
75,0.142,0,311.35,1.32,6.1,19440,1,11.2522,25,7,1.95349
75,0.142,0,311.35,1.32,6.1,19440,1,13.1413,25,7,2.2814
50,0.311,0,311.35,1.32,6.1,19440,1,1.89267,25,7,0.669767
50,0.311,0,311.35,1.32,6.1,19440,1,4.51163,25,7,1.25581
50,0.311,0,311.35,1.32,6.1,19440,1,6.76565,25,7,1.66047
50,0.311,0,311.35,1.32,6.1,19440,1,9.10555,25,7,1.84186
50,0.311,0,311.35,1.32,6.1,19440,1,11.1449,25,7,2.05814
50,0.311,0,311.35,1.32,6.1,19440,1,13.3775,25,7,2.05814
90,0.709,0,444.45,-1.37,7.7,1690,1,2.70175,25,7,0.306977
90,0.709,0,444.45,-1.37,7.7,1690,1,4.72281,25,7,0.397674
90,0.709,0,444.45,-1.37,7.7,1690,1,6.88421,25,7,0.837209
90,0.709,0,444.45,-1.37,7.7,1690,1,11.993,25,7,1.86279
90,0.709,0,444.45,-1.37,7.7,1690,1,15.4737,25,7,2.27442
75,0.075,0,444.45,-1.37,7.7,1690,1,2.78596,25,7,0.265116
75,0.075,0,444.45,-1.37,7.7,1690,1,4.89123,25,7,0.216279
75,0.075,0,444.45,-1.37,7.7,1690,1,7.41754,25,7,0.306977
