Particle size,SSA,Age,Mw,LogKow,pKa2,Solubility,MP concentration,AT concentration,Temperature,pH,Qm
75,0.075,0,419.46,0.87,7.4,3430,1,10,25,7,0.347222
75,0.075,0,419.46,0.87,7.4,3430,1,10,25,7,0.833333
75,0.075,0,419.46,0.87,7.4,3430,1,10,25,7,1.09954
75,0.142,0,419.46,0.87,7.4,3430,1,10,25,7,1.04745
75,0.142,0,419.46,0.87,7.4,3430,1,10,25,7,0.914352
75,0.142,0,419.46,0.87,7.4,3430,1,10,25,7,0.428241
75,0.142,0,419.46,0.87,7.4,3430,1,10,25,7,0.219907
75,0.142,0,419.46,0.87,7.4,3430,1,10,25,7,0.9375
75,0.142,0,419.46,0.87,7.4,3430,1,10,25,7,1.25
90,0.709,0,419.46,0.87,7.4,3430,1,10,25,7,1.03009
90,0.709,0,419.46,0.87,7.4,3430,1,10,25,7,0.758102
90,0.709,0,419.46,0.87,7.4,3430,1,10,25,7,0.99537
90,0.709,0,419.46,0.87,7.4,3430,1,10,25,7,0.804398
90,0.709,0,419.46,0.87,7.4,3430,1,10,25,7,1.25
90,0.709,0,419.46,0.87,7.4,3430,1,10,25,7,1.68403
50,0.311,0,311.35,1.32,6.1,19440,1,10,25,7,1.79167
50,0.311,0,311.35,1.32,6.1,19440,1,10,25,7,0.6875
50,0.311,0,311.35,1.32,6.1,19440,1,10,25,7,0.756944
50,0.311,0,311.35,1.32,6.1,19440,1,10,25,7,0.840278
50,0.311,0,311.35,1.32,6.1,19440,1,10,25,7,1.19444
50,0.311,0,311.35,1.32,6.1,19440,1,10,25,7,1
75,0.075,0,311.35,1.32,6.1,19440,1,10,25,7,1.76389
75,0.075,0,311.35,1.32,6.1,19440,1,10,25,7,1.04861
75,0.075,0,311.35,1.32,6.1,19440,1,10,25,7,0.75
75,0.075,0,311.35,1.32,6.1,19440,1,10,25,7,0.402778
75,0.075,0,311.35,1.32,6.1,19440,1,10,25,7,1.42361
75,0.075,0,311.35,1.32,6.1,19440,1,10,25,7,0.923611
75,0.142,0,311.35,1.32,6.1,19440,1,10,25,7,1.54167
75,0.142,0,311.35,1.32,6.1,19440,1,10,25,7,0.798611
75,0.142,0,311.35,1.32,6.1,19440,1,10,25,7,0.888889
75,0.142,0,311.35,1.32,6.1,19440,1,10,25,7,0.805556
75,0.142,0,311.35,1.32,6.1,19440,1,10,25,7,0.770833
75,0.142,0,311.35,1.32,6.1,19440,1,10,25,7,0.548611
90,0.709,0,311.35,1.32,6.1,19440,1,10,25,7,1.59722
90,0.709,0,311.35,1.32,6.1,19440,1,10,25,7,1.27778
90,0.709,0,311.35,1.32,6.1,19440,1,10,25,7,0.5
90,0.709,0,311.35,1.32,6.1,19440,1,10,25,7,0.666667
90,0.709,0,311.35,1.32,6.1,19440,1,10,25,7,1.21528
90,0.709,0,311.35,1.32,6.1,19440,1,10,25,7,0.854167
50,0.311,0,444.45,-1.37,7.7,1690,1,10,25,7,0.473404
50,0.311,0,444.45,-1.37,7.7,1690,1,10,25,7,0.239362
50,0.311,0,444.45,-1.37,7.7,1690,1,10,25,7,0.12234
50,0.311,0,444.45,-1.37,7.7,1690,1,10,25,7,0.792553
50,0.311,0,444.45,-1.37,7.7,1690,1,10,25,7,0.840426
50,0.311,0,444.45,-1.37,7.7,1690,1,10,25,7,1.57447
75,0.075,0,444.45,-1.37,7.7,1690,1,10,25,7,0.728723
75,0.075,0,444.45,-1.37,7.7,1690,1,10,25,7,0.585106
75,0.075,0,444.45,-1.37,7.7,1690,1,10,25,7,0.0585106
75,0.075,0,444.45,-1.37,7.7,1690,1,10,25,7,0.68617
75,0.075,0,444.45,-1.37,7.7,1690,1,10,25,7,1.04255
75,0.075,0,444.45,-1.37,7.7,1690,1,10,25,7,1.55851
75,0.142,0,444.45,-1.37,7.7,1690,1,10,25,7,0.797872
75,0.142,0,444.45,-1.37,7.7,1690,1,10,25,7,0.5
75,0.142,0,444.45,-1.37,7.7,1690,1,10,25,7,0.132979
75,0.142,0,444.45,-1.37,7.7,1690,1,10,25,7,0.851064
75,0.142,0,444.45,-1.37,7.7,1690,1,10,25,7,0.893617
75,0.142,0,444.45,-1.37,7.7,1690,1,10,25,7,1.53191
90,0.709,0,444.45,-1.37,7.7,1690,1,10,25,7,0.87234
90,0.709,0,444.45,-1.37,7.7,1690,1,10,25,7,0.212766
90,0.709,0,444.45,-1.37,7.7,1690,1,10,25,7,0.0797872
90,0.709,0,444.45,-1.37,7.7,1690,1,10,25,7,0.81383
90,0.709,0,444.45,-1.37,7.7,1690,1,10,25,7,0.861702
90,0.709,0,444.45,-1.37,7.7,1690,1,10,25,7,1.48936
50,0.311,0,419.46,0.87,7.4,3430,1,10,25,7,0.759861
50,0.311,0,419.46,0.87,7.4,3430,1,10,25,7,0.707657
50,0.311,0,419.46,0.87,7.4,3430,1,10,25,7,0.423434
50,0.311,0,419.46,0.87,7.4,3430,1,10,25,7,0.643852
50,0.311,0,419.46,0.87,7.4,3430,1,10,25,7,0.788863
50,0.311,0,419.46,0.87,7.4,3430,1,10,25,7,0.806265
75,0.075,0,419.46,0.87,7.4,3430,1,10,25,7,0.858469
75,0.075,0,419.46,0.87,7.4,3430,1,10,25,7,0.713457
75,0.075,0,419.46,0.87,7.4,3430,1,10,25,7,0.516241
75,0.075,0,419.46,0.87,7.4,3430,1,10,25,7,0.551044
75,0.075,0,419.46,0.87,7.4,3430,1,10,25,7,0.475638
75,0.075,0,419.46,0.87,7.4,3430,1,10,25,7,0.568445
75,0.142,0,419.46,0.87,7.4,3430,1,10,25,7,1.10209
75,0.142,0,419.46,0.87,7.4,3430,1,10,25,7,1.10209
75,0.142,0,419.46,0.87,7.4,3430,1,10,25,7,0.667053
75,0.142,0,419.46,0.87,7.4,3430,1,10,25,7,0.62645
75,0.142,0,419.46,0.87,7.4,3430,1,10,25,7,0.638051
75,0.142,0,419.46,0.87,7.4,3430,1,10,25,7,0.991879
90,0.709,0,419.46,0.87,7.4,3430,1,10,25,7,1.54292
90,0.709,0,419.46,0.87,7.4,3430,1,10,25,7,1.2413
90,0.709,0,419.46,0.87,7.4,3430,1,10,25,7,0.661253
90,0.709,0,419.46,0.87,7.4,3430,1,10,25,7,0.881671
90,0.709,0,419.46,0.87,7.4,3430,1,10,25,7,1.04988
90,0.709,0,419.46,0.87,7.4,3430,1,10,25,7,0.864269
50,0.311,0,311.35,1.32,6.1,19440,1,10,25,7,1.80278
50,0.311,0,311.35,1.32,6.1,19440,1,10,25,7,1.53828
50,0.311,0,311.35,1.32,6.1,19440,1,10,25,7,1.47564
50,0.311,0,311.35,1.32,6.1,19440,1,10,25,7,1.058
50,0.311,0,311.35,1.32,6.1,19440,1,10,25,7,0.709977
50,0.311,0,311.35,1.32,6.1,19440,1,10,25,7,0.424594
75,0.075,0,311.35,1.32,6.1,19440,1,10,25,7,1.76102
75,0.075,0,311.35,1.32,6.1,19440,1,10,25,7,1.27378
75,0.075,0,311.35,1.32,6.1,19440,1,10,25,7,1.16937
75,0.075,0,311.35,1.32,6.1,19440,1,10,25,7,0.682135
75,0.075,0,311.35,1.32,6.1,19440,1,10,25,7,0.661253
75,0.075,0,311.35,1.32,6.1,19440,1,10,25,7,0.4942
75,0.142,0,311.35,1.32,6.1,19440,1,10,25,7,1.54524
75,0.142,0,311.35,1.32,6.1,19440,1,10,25,7,1.2529
75,0.142,0,311.35,1.32,6.1,19440,1,10,25,7,1.07889
75,0.142,0,311.35,1.32,6.1,19440,1,10,25,7,1.17633
75,0.142,0,311.35,1.32,6.1,19440,1,10,25,7,0.828306
75,0.142,0,311.35,1.32,6.1,19440,1,10,25,7,0.153132
90,0.709,0,311.35,1.32,6.1,19440,1,10,25,7,1.60093
90,0.709,0,311.35,1.32,6.1,19440,1,10,25,7,1.24594
90,0.709,0,311.35,1.32,6.1,19440,1,10,25,7,1.38515
90,0.709,0,311.35,1.32,6.1,19440,1,10,25,7,1.15545
90,0.709,0,311.35,1.32,6.1,19440,1,10,25,7,0.918794
90,0.709,0,311.35,1.32,6.1,19440,1,10,25,7,0.257541
50,0.311,0,444.45,-1.37,7.7,1690,1,10,25,7,0.473318
50,0.311,0,444.45,-1.37,7.7,1690,1,10,25,7,0.410673
50,0.311,0,444.45,-1.37,7.7,1690,1,10,25,7,0.180974
50,0.311,0,444.45,-1.37,7.7,1690,1,10,25,7,1.30858
50,0.311,0,444.45,-1.37,7.7,1690,1,10,25,7,1.45476
50,0.311,0,444.45,-1.37,7.7,1690,1,10,25,7,1.35731
75,0.075,0,444.45,-1.37,7.7,1690,1,10,25,7,0.730858
75,0.075,0,444.45,-1.37,7.7,1690,1,10,25,7,0.612529
75,0.075,0,444.45,-1.37,7.7,1690,1,10,25,7,0.174014
75,0.075,0,444.45,-1.37,7.7,1690,1,10,25,7,1.36427
75,0.075,0,444.45,-1.37,7.7,1690,1,10,25,7,1.50348
75,0.075,0,444.45,-1.37,7.7,1690,1,10,25,7,1.37123
75,0.142,0,444.45,-1.37,7.7,1690,1,10,25,7,0.800464
75,0.142,0,444.45,-1.37,7.7,1690,1,10,25,7,0.584687
75,0.142,0,444.45,-1.37,7.7,1690,1,10,25,7,0.424594
75,0.142,0,444.45,-1.37,7.7,1690,1,10,25,7,0.842227
75,0.142,0,444.45,-1.37,7.7,1690,1,10,25,7,1.24594
75,0.142,0,444.45,-1.37,7.7,1690,1,10,25,7,1.38515
90,0.709,0,444.45,-1.37,7.7,1690,1,10,25,7,0.87703
90,0.709,0,444.45,-1.37,7.7,1690,1,10,25,7,0.612529
90,0.709,0,444.45,-1.37,7.7,1690,1,10,25,7,0.36891
90,0.709,0,444.45,-1.37,7.7,1690,1,10,25,7,1.15545
90,0.709,0,444.45,-1.37,7.7,1690,1,10,25,7,1.31555
90,0.709,0,444.45,-1.37,7.7,1690,1,10,25,7,1.24594
125,,0,419.46,0.87,7.4,3430,0.4,0.358719,25,,0.0463877
125,,0,419.46,0.87,7.4,3430,0.4,0.674686,25,,0.0763219
125,,0,419.46,0.87,7.4,3430,0.4,14.0487,25,,0.236869
125,,0,331.341,1.32,6.1,19440,0.4,0.124978,25,,0.0897698
125,,0,331.341,1.32,6.1,19440,0.4,0.364615,25,,0.166387
125,,0,331.341,1.32,6.1,19440,0.4,3.13019,25,,0.44581
125,,0,331.341,1.32,6.1,19440,0.4,7.65447,25,,0.514868
125,,0,331.341,1.32,6.1,19440,0.4,11.4705,25,,0.570739
125,,0,250.28,-0.09,6.3,67.13,0.4,0.435868,25,,0.0163717
125,,0,250.28,-0.09,6.3,67.13,0.4,4.91789,25,,0.0254379
125,,0,250.28,-0.09,6.3,67.13,0.4,9.756,25,,0.0810966
125,,0,250.28,-0.09,6.3,67.13,0.4,14.6713,25,,0.106739
125,,0,290.3212,0.91,6.8,400,0.4,0.475507,25,,0.0230301
125,,0,290.3212,0.91,6.8,400,0.4,0.90859,25,,0.0362732
125,,0,290.3212,0.91,6.8,400,0.4,4.7626,25,,0.0654703
125,,0,290.3212,0.91,6.8,400,0.4,9.63823,25,,0.0844545
160,,0,331.341,1.32,6.1,19440,0.4,0.146828,25,,0.108434
160,,0,331.341,1.32,6.1,19440,0.4,0.339757,25,,0.163855
160,,0,331.341,1.32,6.1,19440,0.4,3.63171,25,,0.320482
160,,0,331.341,1.32,6.1,19440,0.4,8.30637,25,,0.373494
160,,0,331.341,1.32,6.1,19440,0.4,12.6626,25,,0.486747
160,,0,250.28,-0.09,6.3,67.13,0.4,0.389173,25,,0.00963855
160,,0,250.28,-0.09,6.3,67.13,0.4,4.94826,25,,0.026506
160,,0,250.28,-0.09,6.3,67.13,0.4,9.70218,25,,0.0698795
160,,0,250.28,-0.09,6.3,67.13,0.4,14.5743,25,,0.108434
160,,0,290.3212,0.91,6.8,400,0.4,0.427222,25,,0.0289157
160,,0,290.3212,0.91,6.8,400,0.4,0.937805,25,,0.0361446
160,,0,290.3212,0.91,6.8,400,0.4,4.78849,25,,0.0650602
160,,0,290.3212,0.91,6.8,400,0.4,9.54272,25,,0.103614
160,,0,290.3212,0.91,6.8,400,0.4,14.8876,25,,0.127711
75,,0,419.46,0.87,7.4,3430,0.4,0.352941,25,,0.0331797
75,,0,419.46,0.87,7.4,3430,0.4,0.901961,25,,0.0442396
75,,0,419.46,0.87,7.4,3430,0.4,4.98039,25,,0.121659
75,,0,419.46,0.87,7.4,3430,0.4,9.17647,25,,0.204608
75,,0,419.46,0.87,7.4,3430,0.4,13.6471,25,,0.353917
75,,0,331.341,1.32,6.1,19440,0.4,0.156863,25,,0.0940092
75,,0,331.341,1.32,6.1,19440,0.4,0.54902,25,,0.160369
75,,0,331.341,1.32,6.1,19440,0.4,3.60784,25,,0.340092
75,,0,331.341,1.32,6.1,19440,0.4,8.5098,25,,0.417512
75,,0,331.341,1.32,6.1,19440,0.4,13.2157,25,,0.486636
75,,0,250.28,-0.09,6.3,67.13,0.4,0.470588,25,,0.00829493
75,,0,250.28,-0.09,6.3,67.13,0.4,1.01961,25,,0.0138249
75,,0,250.28,-0.09,6.3,67.13,0.4,4.90196,25,,0.0470046
75,,0,250.28,-0.09,6.3,67.13,0.4,9.56863,25,,0.116129
75,,0,250.28,-0.09,6.3,67.13,0.4,14.8235,25,,0.132719
75,,0,290.3212,0.91,6.8,400,0.4,0.431373,25,,0.0193548
75,,0,290.3212,0.91,6.8,400,0.4,4.94118,25,,0.0221198
75,,0,290.3212,0.91,6.8,400,0.4,9.76471,25,,0.0663594
75,,0,290.3212,0.91,6.8,400,0.4,14.6275,25,,0.0995392
125,,0,331.341,1.32,6.1,19440,0.4,14.4951,25,,0.118777
125,,0,331.341,1.32,6.1,19440,0.4,0.0681064,25,,0.136245
125,,0,331.341,1.32,6.1,19440,0.4,0.538816,25,,0.345852
125,,0,331.341,1.32,6.1,19440,0.4,3.20152,25,,0.527511
125,,0,331.341,1.32,6.1,19440,0.4,7.6743,25,,0.611354
125,,0,250.28,-0.09,6.3,67.13,0.4,12.2697,25,,0.0209607
125,,0,250.28,-0.09,6.3,67.13,0.4,0.426225,25,,0.069869
125,,0,250.28,-0.09,6.3,67.13,0.4,0.937109,25,,0.0943231
125,,0,250.28,-0.09,6.3,67.13,0.4,4.749,25,,0.0596491
125,,0,250.28,-0.09,6.3,67.13,0.4,9.70094,25,,0.0877193
125,,0,290.3212,0.91,6.8,400,0.4,14.9279,25,,0.119298
125,,0,290.3212,0.91,6.8,400,0.4,4.9478,25,,0.0140351
125,,0,290.3212,0.91,6.8,400,0.4,9.81973,25,,0.0701754
125,,0,290.3212,0.91,6.8,400,0.4,14.6537,25,,0.0982456
160,,0,419.46,0.87,7.4,3430,0.4,0.00399513,25,,0.109756
160,,0,419.46,0.87,7.4,3430,0.4,0.280777,25,,0.231707
160,,0,419.46,0.87,7.4,3430,0.4,1.19438,25,,0.95122
160,,0,419.46,0.87,7.4,3430,0.4,2.07267,25,,1.97561
160,,0,419.46,0.87,7.4,3430,0.4,3.93088,25,,2.78049
160,,0,331.341,1.32,6.1,19440,0.4,0.199916,25,,0.0609756
160,,0,331.341,1.32,6.1,19440,0.4,3.38899,25,,0.426829
160,,0,331.341,1.32,6.1,19440,0.4,6.18525,25,,0.817073
160,,0,331.341,1.32,6.1,19440,0.4,10.7477,25,,0.987805
160,,0,250.28,-0.09,6.3,67.13,0.4,4.95635,25,,0.0365854
160,,0,250.28,-0.09,6.3,67.13,0.4,9.79221,25,,0.0731707
160,,0,250.28,-0.09,6.3,67.13,0.4,14.6282,25,,0.121951
160,,0,290.3212,0.91,6.8,400,0.4,0.435629,25,,0.0487805
160,,0,290.3212,0.91,6.8,400,0.4,0.868061,25,,0.0487805
160,,0,290.3212,0.91,6.8,400,0.4,4.5252,25,,0.134146
160,,0,290.3212,0.91,6.8,400,0.4,9.16434,25,,0.158537
160,,0,290.3212,0.91,6.8,400,0.4,14.4334,25,,0.256098
160,,0,444.44,-1.37,7.7,1690,0.4,0.27838,25,,0.0487805
160,,0,444.44,-1.37,7.7,1690,0.4,0.397595,25,,0.146341
160,,0,444.44,-1.37,7.7,1690,0.4,1.42898,25,,0.853659
160,,0,444.44,-1.37,7.7,1690,0.4,3.44364,25,,1.59756
160,,0,444.44,-1.37,7.7,1690,0.4,6.67394,25,,2.10976
0.2,,0,331.341,0.28,6.1,19440,0.1,0.043299,25,7,2.42193
0.2,,0,331.341,0.28,6.1,19440,0.1,0.103093,25,7,3.20598
0.2,,0,331.341,0.28,6.1,19440,0.1,0.183505,25,7,3.80399
0.2,,0,331.341,0.28,6.1,19440,0.1,0.286598,25,7,4.21595
0.2,,0,331.341,0.28,6.1,19440,0.1,0.449485,25,7,4.50831
0.2,,0,331.341,0.28,6.1,19440,0.1,0.608247,25,7,4.70764
0.5,,0,331.341,0.28,6.1,19440,0.1,0.0907216,25,7,1.30565
0.5,,0,331.341,0.28,6.1,19440,0.1,0.158763,25,7,1.89037
0.5,,0,331.341,0.28,6.1,19440,0.1,0.263918,25,7,2.47508
0.5,,0,331.341,0.28,6.1,19440,0.1,0.439175,25,7,2.90033
0.5,,0,331.341,0.28,6.1,19440,0.1,0.649485,25,7,3.21927
0.5,,0,331.341,0.28,6.1,19440,0.1,0.804124,25,7,3.40532
100,,0,267.304,10.23,4.71,,4,2.96443,25,2,0.55
100,,0,267.304,10.23,4.71,,4,7.31225,25,2,0.716667
100,,0,267.304,10.23,4.71,,4,15.415,25,2,1.15
100,,0,267.304,10.23,4.71,,4,22.332,25,2,1.85
100,,0,267.304,10.23,4.71,,4,30.6324,25,2,2.43333
100,,0,267.304,10.23,4.71,,4,38.3399,25,2,3.11667
100,,0,214.242,0.11,5.38,,4,4.34783,25,2,0.1
100,,0,214.242,0.11,5.38,,4,9.09091,25,2,0.2
100,,0,214.242,0.11,5.38,,4,18.5771,25,2,0.366667
100,,0,214.242,0.11,5.38,,4,28.0632,25,2,0.45
100,,0,214.242,0.11,5.38,,4,37.9447,25,2,0.633333
100,,0,214.242,0.11,5.38,,4,47.0356,25,2,0.866667
100,,0,284.72,2.04,5.4,,4,7.90514,25,2,0.416667
100,,0,284.72,2.04,5.4,,4,16.2055,25,2,0.8
100,,0,284.72,2.04,5.4,,4,25.0988,25,2,1.23333
100,,0,284.72,2.04,5.4,,4,32.4111,25,2,1.98333
100,,0,284.72,2.04,5.4,,4,41.1067,25,2,2.13333
100,,0,255.317,1.12,7.07,,4,9.28854,25,2,0.216667
100,,0,255.317,1.12,7.07,,4,18.3794,25,2,0.35
100,,0,255.317,1.12,7.07,,4,28.0632,25,2,0.533333
100,,0,255.317,1.12,7.07,,4,37.5494,25,2,0.6
100,,0,255.317,1.12,7.07,,4,46.6403,25,2,0.833333
100,,0,280.303,5.01,5.96,,4,4.1502,25,2,0.15
100,,0,280.303,5.01,5.96,,4,8.89328,25,2,0.266667
100,,0,280.303,5.01,5.96,,4,18.7747,25,2,0.433333
100,,0,280.303,5.01,5.96,,4,27.8656,25,2,0.583333
100,,0,280.303,5.01,5.96,,4,37.1542,25,2,0.733333
100,,0,280.303,5.01,5.96,,4,46.2451,25,2,0.95
100,,0,280.303,5.01,5.91,,4,4.1502,25,2,0.116667
100,,0,280.303,5.01,5.91,,4,9.48617,25,2,0.2
100,,0,280.303,5.01,5.91,,4,17.7866,25,2,0.4
100,,0,280.303,5.01,5.91,,4,26.8775,25,2,0.65
100,,0,280.303,5.01,5.91,,4,36.5613,25,2,0.8
100,,0,280.303,5.01,5.91,,4,46.8379,25,2,0.866667
100,,0,310.33,5.01,6.01,,4,4.34783,25,2,0.0666667
100,,0,310.33,5.01,6.01,,4,9.28854,25,2,0.116667
100,,0,310.33,5.01,6.01,,4,18.3794,25,2,0.216667
100,,0,310.33,5.01,6.01,,4,28.2609,25,2,0.4
100,,0,310.33,5.01,6.01,,4,38.1423,25,2,0.466667
100,,0,310.33,5.01,6.01,,4,47.2332,25,2,0.666667
100,,0,250.28,0.813,6.28,67.13,4,3.95257,25,2,0.05
100,,0,250.28,0.813,6.28,67.13,4,9.09091,25,2,0.0833333
100,,0,250.28,0.813,6.28,67.13,4,19.3676,25,2,0.166667
100,,0,250.28,0.813,6.28,67.13,4,29.0514,25,2,0.216667
100,,0,250.28,0.813,6.28,67.13,4,38.5375,25,2,0.283333
100,,0,250.28,0.813,6.28,67.13,4,48.2213,25,2,0.383333
100,,0,187.22,1.38,7.42,,4,4.1502,25,2,0.0333333
100,,0,187.22,1.38,7.42,,4,9.09091,25,2,0.0333333
100,,0,187.22,1.38,7.42,,4,18.9723,25,2,0.0333333
100,,0,187.22,1.38,7.42,,4,28.8538,25,2,0.05
100,,0,187.22,1.38,7.42,,4,38.7352,25,2,0.0666667
100,,0,187.22,1.38,7.42,,4,48.2213,25,2,0.0833333
100,,0,267.304,10.23,4.71,,4,1.97628,25,4,0.0611111
100,,0,267.304,10.23,4.71,,4,3.95257,25,4,0.488889
100,,0,267.304,10.23,4.71,,4,7.70751,25,4,1.55833
100,,0,267.304,10.23,4.71,,4,11.6601,25,4,2.99444
100,,0,267.304,10.23,4.71,,4,15.2174,25,4,4.52222
100,,0,267.304,10.23,4.71,,4,19.5652,25,4,5.83611
100,,0,214.242,0.11,5.38,,4,4.74308,25,4,0.122222
100,,0,214.242,0.11,5.38,,4,9.28854,25,4,0.183333
100,,0,214.242,0.11,5.38,,4,17.9842,25,4,0.336111
100,,0,214.242,0.11,5.38,,4,27.8656,25,4,0.397222
100,,0,214.242,0.11,5.38,,4,36.7589,25,4,0.641667
100,,0,214.242,0.11,5.38,,4,47.0356,25,4,0.855556
100,,0,284.72,2.04,5.4,,4,2.56917,25,4,0.488889
100,,0,284.72,2.04,5.4,,4,5.5336,25,4,0.886111
100,,0,284.72,2.04,5.4,,4,10.8696,25,4,1.49722
100,,0,284.72,2.04,5.4,,4,16.2055,25,4,2.26111
100,,0,284.72,2.04,5.4,,4,24.1107,25,4,3.54444
100,,0,284.72,2.04,5.4,,4,31.0277,25,4,4.24722
100,,0,255.317,1.12,7.07,,4,4.34783,25,4,0.244444
100,,0,255.317,1.12,7.07,,4,8.69565,25,4,0.427778
100,,0,255.317,1.12,7.07,,4,17.5889,25,4,0.672222
100,,0,255.317,1.12,7.07,,4,26.087,25,4,1.03889
100,,0,255.317,1.12,7.07,,4,34.585,25,4,1.46667
100,,0,255.317,1.12,7.07,,4,43.083,25,4,1.83333
100,,0,280.303,5.01,5.96,,4,4.34783,25,4,0.183333
100,,0,280.303,5.01,5.96,,4,8.10277,25,4,0.427778
100,,0,280.303,5.01,5.96,,4,14.6245,25,4,0.916667
100,,0,280.303,5.01,5.96,,4,23.5178,25,4,1.06944
100,,0,280.303,5.01,5.96,,4,30.2372,25,4,1.55833
100,,0,280.303,5.01,5.96,,4,38.9328,25,4,1.95556
100,,0,280.303,5.01,5.91,,4,4.94071,25,4,0.183333
100,,0,280.303,5.01,5.91,,4,9.48617,25,4,0.244444
100,,0,280.303,5.01,5.91,,4,18.7747,25,4,0.458333
100,,0,280.303,5.01,5.91,,4,27.2727,25,4,0.641667
100,,0,280.303,5.01,5.91,,4,36.7589,25,4,0.916667
100,,0,280.303,5.01,5.91,,4,45.4545,25,4,1.19167
100,,0,280.3,2.57,6.5,,4,4.74308,25,4,0.0611111
100,,0,280.3,2.57,6.5,,4,10.4743,25,4,0.275
100,,0,280.3,2.57,6.5,,4,20.3557,25,4,0.458333
100,,0,280.3,2.57,6.5,,4,29.249,25,4,0.580556
100,,0,280.3,2.57,6.5,,4,40.1186,25,4,0.672222
100,,0,280.3,2.57,6.5,,4,50.7905,25,4,0.886111
100,,0,310.33,5.01,6.01,,4,16.6008,25,4,0.275
100,,0,310.33,5.01,6.01,,4,23.3202,25,4,0.488889
100,,0,310.33,5.01,6.01,,4,31.4229,25,4,0.733333
100,,0,310.33,5.01,6.01,,4,40.1186,25,4,0.855556
100,,0,250.28,0.813,6.28,67.13,4,9.09091,25,4,0.0611111
100,,0,250.28,0.813,6.28,67.13,4,18.5771,25,4,0.213889
100,,0,250.28,0.813,6.28,67.13,4,28.4585,25,4,0.366667
100,,0,250.28,0.813,6.28,67.13,4,37.9447,25,4,0.397222
100,,0,250.28,0.813,6.28,67.13,4,48.2213,25,4,0.458333
100,,0,187.22,1.38,7.42,,4,4.54545,25,4,0.0305556
100,,0,187.22,1.38,7.42,,4,9.09091,25,4,0.0305556
100,,0,187.22,1.38,7.42,,4,18.5771,25,4,0.152778
100,,0,187.22,1.38,7.42,,4,29.0514,25,4,0.213889
100,,0,187.22,1.38,7.42,,4,37.747,25,4,0.275
100,,0,187.22,1.38,7.42,,4,48.8142,25,4,0.397222
100,,0,267.304,10.23,4.71,,4,0.791367,25,6,0.291667
100,,0,267.304,10.23,4.71,,4,3.36331,25,6,0.661111
100,,0,267.304,10.23,4.71,,4,7.91367,25,6,1.51667
100,,0,267.304,10.23,4.71,,4,16.0252,25,6,1.94444
100,,0,267.304,10.23,4.71,,4,21.9604,25,6,2.85833
100,,0,267.304,10.23,4.71,,4,31.0612,25,6,2.99444
100,,0,214.242,0.11,5.38,,4,4.94604,25,6,0.0583333
100,,0,214.242,0.11,5.38,,4,9.29856,25,6,0.194444
100,,0,214.242,0.11,5.38,,4,17.6079,25,6,0.408333
100,,0,214.242,0.11,5.38,,4,27.1043,25,6,0.544444
100,,0,214.242,0.11,5.38,,4,35.8094,25,6,0.738889
100,,0,214.242,0.11,5.38,,4,45.8993,25,6,0.933333
100,,0,284.72,2.04,5.4,,4,2.17626,25,6,0.661111
100,,0,284.72,2.04,5.4,,4,3.56115,25,6,0.836111
100,,0,284.72,2.04,5.4,,4,10.8813,25,6,1.71111
100,,0,284.72,2.04,5.4,,4,18.5971,25,6,2.275
100,,0,284.72,2.04,5.4,,4,26.5108,25,6,2.87778
100,,0,284.72,2.04,5.4,,4,36.205,25,6,3.11111
100,,0,255.317,1.12,7.07,,4,3.75899,25,6,0.408333
100,,0,255.317,1.12,7.07,,4,7.32014,25,6,0.816667
100,,0,255.317,1.12,7.07,,4,14.6403,25,6,1.43889
100,,0,255.317,1.12,7.07,,4,21.9604,25,6,2.08056
100,,0,255.317,1.12,7.07,,4,29.8741,25,6,2.64444
100,,0,255.317,1.12,7.07,,4,37.9856,25,6,3.13056
100,,0,280.303,5.01,5.96,,4,2.3741,25,6,0.369444
100,,0,280.303,5.01,5.96,,4,5.73741,25,6,0.622222
100,,0,280.303,5.01,5.96,,4,12.8597,25,6,1.16667
100,,0,280.303,5.01,5.96,,4,20.3777,25,6,1.75
100,,0,280.303,5.01,5.96,,4,28.2914,25,6,2.29444
100,,0,280.303,5.01,5.96,,4,36.9964,25,6,2.625
100,,0,280.303,5.01,5.91,,4,3.95683,25,6,0.116667
100,,0,280.303,5.01,5.91,,4,8.11151,25,6,0.330556
100,,0,280.303,5.01,5.91,,4,16.4209,25,6,0.622222
100,,0,280.303,5.01,5.91,,4,25.7194,25,6,0.913889
100,,0,280.303,5.01,5.91,,4,34.2266,25,6,1.08889
100,,0,280.303,5.01,5.91,,4,42.9317,25,6,1.51667
100,,0,280.3,2.57,6.5,,4,4.55036,25,6,0.0194444
100,,0,280.3,2.57,6.5,,4,9.89209,25,6,0.233333
100,,0,280.3,2.57,6.5,,4,19.3885,25,6,0.486111
100,,0,280.3,2.57,6.5,,4,30.4676,25,6,0.544444
100,,0,280.3,2.57,6.5,,4,40.3597,25,6,0.875
100,,0,280.3,2.57,6.5,,4,50.8453,25,6,1.14722
100,,0,310.33,5.01,6.01,,4,8.30935,25,6,0.233333
100,,0,310.33,5.01,6.01,,4,17.4101,25,6,0.602778
100,,0,310.33,5.01,6.01,,4,26.5108,25,6,0.816667
100,,0,310.33,5.01,6.01,,4,34.8201,25,6,0.855556
100,,0,310.33,5.01,6.01,,4,43.1295,25,6,1.06944
